time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,new_la_code,la_name,sex_of_school_description,phase_type_grouping,type_of_establishment,denomination,admissions_policy,urban_rural,academy_flag,number_of_schools,headcount_of_pupils
202324,Academic year,Local authority,E92000001,England,London,E12000007,306,E09000008,Croydon,Total,State-funded primary,Total,Total,Total,Total,Total,86,32160
202324,Academic year,Local authority,E92000001,England,London,E12000007,306,E09000008,Croydon,Total,State-funded secondary,Total,Total,Total,Total,Total,25,24202
202324,Academic year,Local authority,E92000001,England,London,E12000007,306,E09000008,Croydon,Total,State-funded special school,Total,Total,Total,Total,Total,9,1339
202324,Academic year,Local authority,E92000001,England,London,E12000007,306,E09000008,Croydon,Total,Total,Total,Total,Total,Total,Total,153,65470
202324,Academic year,Local authority,E92000001,England,London,E12000007,307,E09000009,Ealing,Total,Independent school,Total,Total,Total,Total,Total,20,4265
202324,Academic year,Local authority,E92000001,England,London,E12000007,307,E09000009,Ealing,Total,State-funded AP school,Total,Total,Total,Total,Total,2,77
202324,Academic year,Local authority,E92000001,England,London,E12000007,307,E09000009,Ealing,Total,State-funded nursery,Total,Total,Total,Total,Total,4,466
202324,Academic year,Local authority,E92000001,England,London,E12000007,307,E09000009,Ealing,Total,State-funded primary,Total,Total,Total,Total,Total,65,30163
202324,Academic year,Local authority,E92000001,England,London,E12000007,307,E09000009,Ealing,Total,State-funded secondary,Total,Total,Total,Total,Total,17,23464
202324,Academic year,Local authority,E92000001,England,London,E12000007,307,E09000009,Ealing,Total,State-funded special school,Total,Total,Total,Total,Total,6,1003
202324,Academic year,Local authority,E92000001,England,London,E12000007,307,E09000009,Ealing,Total,Total,Total,Total,Total,Total,Total,114,59438
202324,Academic year,Local authority,E92000001,England,London,E12000007,308,E09000010,Enfield,Total,Independent school,Total,Total,Total,Total,Total,12,1556
202324,Academic year,Local authority,E92000001,England,London,E12000007,308,E09000010,Enfield,Total,State-funded AP school,Total,Total,Total,Total,Total,1,49
202324,Academic year,Local authority,E92000001,England,London,E12000007,308,E09000010,Enfield,Total,State-funded primary,Total,Total,Total,Total,Total,68,29561
202324,Academic year,Local authority,E92000001,England,London,E12000007,308,E09000010,Enfield,Total,State-funded secondary,Total,Total,Total,Total,Total,21,24978
202324,Academic year,Local authority,E92000001,England,London,E12000007,308,E09000010,Enfield,Total,State-funded special school,Total,Total,Total,Total,Total,7,1224
202324,Academic year,Local authority,E92000001,England,London,E12000007,308,E09000010,Enfield,Total,Total,Total,Total,Total,Total,Total,109,57368
202324,Academic year,Local authority,E92000001,England,London,E12000007,203,E09000011,Greenwich,Total,Independent school,Total,Total,Total,Total,Total,14,3647
202324,Academic year,Local authority,E92000001,England,London,E12000007,203,E09000011,Greenwich,Total,State-funded AP school,Total,Total,Total,Total,Total,1,172
202324,Academic year,Local authority,E92000001,England,London,E12000007,203,E09000011,Greenwich,Total,State-funded nursery,Total,Total,Total,Total,Total,4,592
202324,Academic year,Local authority,E92000001,England,London,E12000007,203,E09000011,Greenwich,Total,State-funded primary,Total,Total,Total,Total,Total,63,25002
202324,Academic year,Local authority,E92000001,England,London,E12000007,203,E09000011,Greenwich,Total,State-funded secondary,Total,Total,Total,Total,Total,16,18897
202324,Academic year,Local authority,E92000001,England,London,E12000007,203,E09000011,Greenwich,Total,State-funded special school,Total,Total,Total,Total,Total,4,579
202324,Academic year,Local authority,E92000001,England,London,E12000007,203,E09000011,Greenwich,Total,Total,Total,Total,Total,Total,Total,102,48889
202324,Academic year,Local authority,E92000001,England,London,E12000007,204,E09000012,Hackney,Total,Independent school,Total,Total,Total,Total,Total,30,10169
202324,Academic year,Local authority,E92000001,England,London,E12000007,204,E09000012,Hackney,Total,State-funded AP school,Total,Total,Total,Total,Total,2,76
202324,Academic year,Local authority,E92000001,England,London,E12000007,204,E09000012,Hackney,Total,State-funded nursery,Total,Total,Total,Total,Total,2,199
202324,Academic year,Local authority,E92000001,England,London,E12000007,204,E09000012,Hackney,Total,State-funded primary,Total,Total,Total,Total,Total,58,17811
202324,Academic year,Local authority,E92000001,England,London,E12000007,204,E09000012,Hackney,Total,State-funded secondary,Total,Total,Total,Total,Total,16,14638
202324,Academic year,Local authority,E92000001,England,London,E12000007,204,E09000012,Hackney,Total,State-funded special school,Total,Total,Total,Total,Total,3,497
202324,Academic year,Local authority,E92000001,England,London,E12000007,204,E09000012,Hackney,Total,Total,Total,Total,Total,Total,Total,111,43390
202324,Academic year,Local authority,E92000001,England,London,E12000007,205,E09000013,Hammersmith and Fulham,Total,Independent school,Total,Total,Total,Total,Total,19,6514
202324,Academic year,Local authority,E92000001,England,London,E12000007,205,E09000013,Hammersmith and Fulham,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,48
202324,Academic year,Local authority,E92000001,England,London,E12000007,205,E09000013,Hammersmith and Fulham,Total,State-funded AP school,Total,Total,Total,Total,Total,2,62
202324,Academic year,Local authority,E92000001,England,London,E12000007,205,E09000013,Hammersmith and Fulham,Total,State-funded nursery,Total,Total,Total,Total,Total,4,322
202324,Academic year,Local authority,E92000001,England,London,E12000007,205,E09000013,Hammersmith and Fulham,Total,State-funded primary,Total,Total,Total,Total,Total,36,9260
202324,Academic year,Local authority,E92000001,England,London,E12000007,205,E09000013,Hammersmith and Fulham,Total,State-funded secondary,Total,Total,Total,Total,Total,12,9980
202324,Academic year,Local authority,E92000001,England,London,E12000007,205,E09000013,Hammersmith and Fulham,Total,State-funded special school,Total,Total,Total,Total,Total,4,561
202324,Academic year,Local authority,E92000001,England,London,E12000007,205,E09000013,Hammersmith and Fulham,Total,Total,Total,Total,Total,Total,Total,78,26747
202324,Academic year,Local authority,E92000001,England,London,E12000007,309,E09000014,Haringey,Total,Independent school,Total,Total,Total,Total,Total,13,3723
202324,Academic year,Local authority,E92000001,England,London,E12000007,309,E09000014,Haringey,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,100
202324,Academic year,Local authority,E92000001,England,London,E12000007,309,E09000014,Haringey,Total,State-funded AP school,Total,Total,Total,Total,Total,1,45
202324,Academic year,Local authority,E92000001,England,London,E12000007,309,E09000014,Haringey,Total,State-funded nursery,Total,Total,Total,Total,Total,3,419
202324,Academic year,Local authority,E92000001,England,London,E12000007,309,E09000014,Haringey,Total,State-funded primary,Total,Total,Total,Total,Total,63,20586
202324,Academic year,Local authority,E92000001,England,London,E12000007,309,E09000014,Haringey,Total,State-funded secondary,Total,Total,Total,Total,Total,13,16247
202324,Academic year,Local authority,E92000001,England,London,E12000007,309,E09000014,Haringey,Total,State-funded special school,Total,Total,Total,Total,Total,5,598
202324,Academic year,Local authority,E92000001,England,London,E12000007,309,E09000014,Haringey,Total,Total,Total,Total,Total,Total,Total,99,41718
202324,Academic year,Local authority,E92000001,England,London,E12000007,310,E09000015,Harrow,Total,Independent school,Total,Total,Total,Total,Total,11,3993
202324,Academic year,Local authority,E92000001,England,London,E12000007,310,E09000015,Harrow,Total,State-funded AP school,Total,Total,Total,Total,Total,2,35
202324,Academic year,Local authority,E92000001,England,London,E12000007,310,E09000015,Harrow,Total,State-funded nursery,Total,Total,Total,Total,Total,1,90
202324,Academic year,Local authority,E92000001,England,London,E12000007,310,E09000015,Harrow,Total,State-funded primary,Total,Total,Total,Total,Total,40,21863
202324,Academic year,Local authority,E92000001,England,London,E12000007,310,E09000015,Harrow,Total,State-funded secondary,Total,Total,Total,Total,Total,13,16680
202324,Academic year,Local authority,E92000001,England,London,E12000007,310,E09000015,Harrow,Total,State-funded special school,Total,Total,Total,Total,Total,4,506
202324,Academic year,Local authority,E92000001,England,London,E12000007,310,E09000015,Harrow,Total,Total,Total,Total,Total,Total,Total,71,43167
202324,Academic year,Local authority,E92000001,England,London,E12000007,311,E09000016,Havering,Total,Independent school,Total,Total,Total,Total,Total,7,726
202324,Academic year,Local authority,E92000001,England,London,E12000007,311,E09000016,Havering,Total,State-funded AP school,Total,Total,Total,Total,Total,1,14
202324,Academic year,Local authority,E92000001,England,London,E12000007,311,E09000016,Havering,Total,State-funded primary,Total,Total,Total,Total,Total,59,25182
202324,Academic year,Local authority,E92000001,England,London,E12000007,311,E09000016,Havering,Total,State-funded secondary,Total,Total,Total,Total,Total,19,17443
202324,Academic year,Local authority,E92000001,England,London,E12000007,311,E09000016,Havering,Total,State-funded special school,Total,Total,Total,Total,Total,4,388
202324,Academic year,Local authority,E92000001,England,London,E12000007,311,E09000016,Havering,Total,Total,Total,Total,Total,Total,Total,90,43753
202324,Academic year,Local authority,E92000001,England,London,E12000007,312,E09000017,Hillingdon,Total,Independent school,Total,Total,Total,Total,Total,8,4130
202324,Academic year,Local authority,E92000001,England,London,E12000007,312,E09000017,Hillingdon,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,98
202324,Academic year,Local authority,E92000001,England,London,E12000007,312,E09000017,Hillingdon,Total,State-funded AP school,Total,Total,Total,Total,Total,1,103
202324,Academic year,Local authority,E92000001,England,London,E12000007,312,E09000017,Hillingdon,Total,State-funded nursery,Total,Total,Total,Total,Total,1,143
202324,Academic year,Local authority,E92000001,England,London,E12000007,312,E09000017,Hillingdon,Total,State-funded primary,Total,Total,Total,Total,Total,67,29034
202324,Academic year,Local authority,E92000001,England,London,E12000007,312,E09000017,Hillingdon,Total,State-funded secondary,Total,Total,Total,Total,Total,22,22843
202324,Academic year,Local authority,E92000001,England,London,E12000007,312,E09000017,Hillingdon,Total,State-funded special school,Total,Total,Total,Total,Total,7,1052
202324,Academic year,Local authority,E92000001,England,London,E12000007,312,E09000017,Hillingdon,Total,Total,Total,Total,Total,Total,Total,107,57403
202324,Academic year,Local authority,E92000001,England,London,E12000007,313,E09000018,Hounslow,Total,Independent school,Total,Total,Total,Total,Total,13,2368
202324,Academic year,Local authority,E92000001,England,London,E12000007,313,E09000018,Hounslow,Total,State-funded AP school,Total,Total,Total,Total,Total,1,122
202324,Academic year,Local authority,E92000001,England,London,E12000007,313,E09000018,Hounslow,Total,State-funded primary,Total,Total,Total,Total,Total,50,23429
202324,Academic year,Local authority,E92000001,England,London,E12000007,313,E09000018,Hounslow,Total,State-funded secondary,Total,Total,Total,Total,Total,20,21505
202324,Academic year,Local authority,E92000001,England,London,E12000007,313,E09000018,Hounslow,Total,State-funded special school,Total,Total,Total,Total,Total,5,941
202324,Academic year,Local authority,E92000001,England,London,E12000007,313,E09000018,Hounslow,Total,Total,Total,Total,Total,Total,Total,89,48365
202324,Academic year,Local authority,E92000001,England,London,E12000007,206,E09000019,Islington,Total,Independent school,Total,Total,Total,Total,Total,6,905
202324,Academic year,Local authority,E92000001,England,London,E12000007,206,E09000019,Islington,Total,State-funded AP school,Total,Total,Total,Total,Total,4,123
202324,Academic year,Local authority,E92000001,England,London,E12000007,206,E09000019,Islington,Total,State-funded nursery,Total,Total,Total,Total,Total,3,294
202324,Academic year,Local authority,E92000001,England,London,E12000007,206,E09000019,Islington,Total,State-funded primary,Total,Total,Total,Total,Total,44,13281
202324,Academic year,Local authority,E92000001,England,London,E12000007,206,E09000019,Islington,Total,State-funded secondary,Total,Total,Total,Total,Total,11,9249
202324,Academic year,Local authority,E92000001,England,London,E12000007,206,E09000019,Islington,Total,State-funded special school,Total,Total,Total,Total,Total,6,616
202324,Academic year,Local authority,E92000001,England,London,E12000007,206,E09000019,Islington,Total,Total,Total,Total,Total,Total,Total,74,24468
202324,Academic year,Local authority,E92000001,England,London,E12000007,207,E09000020,Kensington and Chelsea,Total,Independent school,Total,Total,Total,Total,Total,31,11055
202324,Academic year,Local authority,E92000001,England,London,E12000007,207,E09000020,Kensington and Chelsea,Total,State-funded AP school,Total,Total,Total,Total,Total,1,53
